LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-07-23 16:50:04,1900-01-00 00:00:00,,74:F2:FA:D8:DC:53,-46,,0.000000,0.000000,0.000,0.000,Client
2025-07-23 16:50:04,1900-01-00 00:00:00,,74:F2:FA:D8:DC:53,-50,,0.000000,0.000000,0.000,0.000,Client
2025-07-23 16:50:04,1900-01-00 00:00:00,,08:40:F3:58:81:29,-84, ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:50:04,1900-01-00 00:00:00,,74:F2:FA:D8:DC:53,-50,,0.000000,0.000000,0.000,0.000,Client
2025-07-23 16:50:04,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-84, ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:50:05,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-86, ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:50:05,1900-01-00 00:00:00,,74:F2:FA:D8:DC:53,-50,,0.000000,0.000000,0.000,0.000,Client
2025-07-23 16:50:05,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-84, ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:50:05,1900-01-00 00:00:00,,74:F2:FA:D8:DC:53,-54,,0.000000,0.000000,0.000,0.000,Client
2025-07-23 16:50:05,1900-01-00 00:00:00,,74:F2:FA:D8:DC:53,-50,,0.000000,0.000000,0.000,0.000,Client
2025-07-23 16:50:05,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-84, ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:50:25,1900-01-00 00:00:00,HckTools,08:40:F3:58:81:29,-86, ,0.000000,0.000000,0.000,0.000,AP
2025-07-23 16:50:25,1900-01-00 00:00:00,,74:F2:FA:D8:DC:53,-62,,0.000000,0.000000,0.000,0.000,Client
